transaction_amount,time_since_last_transaction,merchant_category,account_age,is_foreign_transaction,device_mismatch,is_fraudulent
1.0,20.99,pharmacy,376,0,0,0
7.77,9.84,atm,475,1,0,0
47.83,22.15,hotel,369,0,0,0
6.16,12.46,gas_station,217,0,0,0
16.63,37.4,online_retail,115,0,0,0
23.98,5.03,restaurant,508,0,0,0
11.59,40.95,other,228,0,0,0
9.05,33.17,airline,645,0,0,0
8.64,14.34,other,441,0,0,0
7.89,45.66,other,223,0,0,0
3.38,18.16,grocery,195,0,1,1
118.74,3.35,restaurant,289,0,0,0
21.3,5.85,pharmacy,81,0,0,0
25.92,5.65,airline,30,0,0,0
4.03,21.49,restaurant,453,0,0,0
123.16,4.4,grocery,570,0,0,0
35.88,62.97,entertainment,242,0,0,0
70.51,18.65,pharmacy,119,0,0,0
58.86,7.58,pharmacy,568,1,0,0
10.93,7.39,airline,351,0,0,0
54.37,22.75,other,253,0,0,0
25.2,37.54,grocery,244,0,0,0
102.38,6.19,online_retail,290,0,0,0
109.91,15.99,other,409,0,0,0
23.49,37.34,gas_station,249,0,0,0
13.47,3.14,gas_station,187,0,0,0
24.31,73.81,online_retail,330,0,0,0
69.18,23.34,gas_station,30,0,1,1
10.48,22.58,online_retail,297,1,0,0
11.1,5.0,grocery,247,0,0,0
11.5,4.15,airline,31,0,0,0
347.85,9.58,atm,436,0,0,0
91.92,9.25,restaurant,445,0,1,1
12.48,25.22,hotel,30,0,0,0
29.94,20.81,restaurant,227,0,0,0
9.31,59.34,other,410,0,0,0
55.97,54.58,airline,392,0,0,0
17.72,181.12,grocery,759,0,0,0
19.65,47.48,other,225,0,0,0
26.61,2.6,online_retail,385,0,0,0
25.85,10.94,pharmacy,30,1,0,0
19.15,9.14,other,581,0,0,0
8.76,64.54,airline,382,0,0,0
8.26,34.96,restaurant,222,0,0,0
1.18,43.13,entertainment,347,0,0,0
13.76,76.75,gas_station,282,0,1,1
9.38,52.68,restaurant,359,0,0,0
34.16,19.33,entertainment,487,0,0,0
32.94,15.74,grocery,668,0,0,0
22.31,2.57,online_retail,30,0,0,0
17.46,1.44,hotel,550,0,0,0
241.66,5.52,airline,541,0,0,0
49.82,35.99,entertainment,281,0,0,0
3.58,20.99,entertainment,309,0,0,0
6.28,8.23,pharmacy,467,0,0,0
9.41,90.82,online_retail,232,0,0,0
10.46,44.61,airline,426,0,0,0
11.2,36.69,restaurant,283,0,0,0
7.56,3.54,grocery,377,0,0,0
543.85,2.59,restaurant,427,0,0,0
19.98,21.11,other,417,0,0,0
11.37,25.0,other,520,0,0,0
6.81,44.39,atm,30,0,0,0
20.58,12.56,airline,400,0,0,0
37.58,2.63,atm,482,0,1,1
81.46,22.59,restaurant,563,0,0,0
125.4,35.16,gas_station,102,0,0,0
26.53,3.78,other,202,0,0,0
30.4,33.78,pharmacy,456,0,0,0
24.19,14.56,online_retail,160,0,0,0
11.6,47.67,pharmacy,272,0,0,0
8.39,27.06,hotel,30,0,0,0
11.48,78.94,atm,449,0,0,0
69.92,29.52,online_retail,327,1,0,0
9.02,0.93,grocery,484,0,0,0
14.93,0.21,entertainment,236,0,0,1
27.17,18.5,gas_station,481,0,0,0
26.67,3.43,restaurant,521,0,0,0
46.86,43.47,grocery,51,0,0,0
15.38,0.15,restaurant,200,0,0,0
6.74,92.69,grocery,697,0,0,0
65.27,10.72,gas_station,50,0,0,0
8.62,94.09,atm,149,0,0,0
47.46,5.7,airline,564,0,0,0
18.86,88.38,grocery,181,0,0,0
32.83,0.57,gas_station,341,0,0,0
20.09,49.72,restaurant,476,1,0,0
6.82,16.43,airline,30,0,0,0
66.32,17.13,restaurant,231,1,0,0
3.09,10.42,hotel,45,0,1,1
138.2,5.38,other,532,0,0,0
8.67,11.1,pharmacy,207,0,0,0
14.19,4.83,airline,305,1,0,0
19.91,1.11,gas_station,304,0,0,0
31.29,9.86,other,475,0,0,0
23.94,20.67,grocery,113,0,0,0
13.72,1.58,atm,183,1,0,0
13.65,43.87,grocery,396,0,0,0
22.07,8.85,restaurant,545,0,0,0
28.28,1.07,hotel,372,0,0,0
12.8,8.97,entertainment,561,0,0,0
3.45,1.63,other,153,0,0,0
543.42,4.52,restaurant,492,0,0,0
37.11,5.56,restaurant,456,0,0,0
4.07,0.8,other,108,0,0,0
43.55,65.28,entertainment,304,0,0,0
73.65,4.17,online_retail,548,0,0,0
137.99,119.98,hotel,334,0,0,0
11.79,12.98,pharmacy,324,0,0,0
13.85,7.81,other,620,0,0,0
54.46,14.73,restaurant,296,1,0,0
11.91,25.83,grocery,519,0,0,0
4.03,9.51,other,268,0,0,0
5.67,28.69,other,99,0,0,0
56.32,9.43,pharmacy,475,0,0,0
69.59,15.63,pharmacy,318,1,0,0
18.77,62.93,other,354,0,0,0
37.2,47.23,hotel,1046,0,0,0
7.16,13.71,gas_station,349,1,0,0
76.81,2.88,restaurant,619,0,0,0
33.74,37.07,grocery,237,0,0,0
4.43,0.98,gas_station,30,0,0,0
29.17,55.85,pharmacy,261,1,0,0
18.38,2.32,entertainment,173,0,0,0
18.72,55.41,grocery,586,0,0,0
40.25,43.49,grocery,605,0,0,0
5.9,36.59,gas_station,239,0,0,0
19.48,37.24,other,431,0,0,0
87.63,5.51,gas_station,328,0,0,0
11.62,3.93,atm,549,0,0,0
25.91,3.04,airline,30,0,0,0
23.36,32.95,hotel,461,0,0,0
2.97,26.79,pharmacy,445,0,0,0
53.91,27.88,other,335,0,0,0
84.43,31.06,hotel,323,0,0,0
9.69,31.88,hotel,362,0,0,0
44.96,13.49,other,206,0,0,0
47.5,19.89,atm,350,0,0,0
64.53,5.43,restaurant,292,0,0,0
64.16,35.9,entertainment,184,0,0,0
9.35,34.34,gas_station,555,0,0,0
18.77,2.9,hotel,344,0,1,0
3.1,7.24,grocery,591,0,0,0
2499.17,10.84,atm,393,0,0,0
31.3,6.09,restaurant,30,0,0,0
4.4,25.22,restaurant,314,0,0,0
2.46,4.23,hotel,105,0,0,0
69.98,21.46,entertainment,279,0,0,0
5.93,7.84,grocery,291,0,0,0
7.99,41.01,atm,239,0,0,0
10.15,10.84,grocery,414,0,0,0
6.91,2.11,grocery,492,0,0,0
8.52,39.92,pharmacy,452,0,0,0
46.95,14.68,pharmacy,293,0,0,0
8.33,5.46,other,700,1,0,0
67.7,26.15,gas_station,442,0,0,0
195.85,24.13,hotel,673,0,1,0
160.44,13.62,atm,435,0,0,0
5.35,2.45,hotel,52,1,0,0
7.01,32.94,pharmacy,399,1,0,0
46.41,50.99,other,139,0,0,0
33.92,24.4,other,46,1,0,0
108.89,66.75,atm,609,1,0,0
23.29,15.86,grocery,82,1,0,0
28.36,21.38,hotel,451,0,0,0
21.83,57.14,hotel,539,0,0,0
3.23,51.16,pharmacy,500,0,0,0
14.22,2.75,airline,30,0,0,0
5.25,90.15,entertainment,303,0,0,0
8.85,4.39,hotel,175,0,0,0
54.69,8.58,hotel,156,1,0,0
8.66,67.23,other,278,0,0,0
3.17,37.94,entertainment,447,0,0,0
3.44,0.46,online_retail,226,1,0,1
20.73,6.2,hotel,131,0,0,0
40.36,40.53,gas_station,570,0,0,0
37.75,4.04,pharmacy,140,0,0,0
14.23,60.64,pharmacy,440,0,0,0
109.05,54.77,gas_station,313,0,0,0
7.12,30.01,hotel,110,0,0,0
4.05,43.41,gas_station,608,0,0,0
12.73,4.11,online_retail,247,0,0,0
42.28,9.18,restaurant,431,0,0,0
19.93,107.3,other,584,0,1,1
9.43,32.84,hotel,431,0,0,0
15.23,57.14,hotel,464,0,0,0
8.15,6.05,restaurant,388,1,0,0
15.39,1.34,gas_station,500,0,0,0
12.23,29.36,pharmacy,216,0,0,0
25.74,19.63,other,402,0,0,0
67.74,24.17,pharmacy,426,0,0,0
83.32,7.49,other,86,1,0,0
109.47,13.22,other,416,0,0,0
3.97,19.3,atm,723,0,0,0
156.22,12.78,pharmacy,448,0,0,0
4.79,27.06,restaurant,628,0,0,0
4.08,40.72,other,266,0,0,0
80.83,0.76,atm,523,0,0,0
11.69,2.81,gas_station,467,1,0,0
18.09,1.75,online_retail,33,0,1,1
11.57,22.56,entertainment,459,0,0,0
6.1,3.35,airline,452,0,0,0
3.79,28.86,atm,573,1,1,1
90.55,41.19,airline,336,0,1,1
11.91,35.64,pharmacy,287,1,0,0
24.16,10.69,other,294,0,0,0
146.24,11.39,restaurant,125,0,0,0
73.09,5.31,grocery,621,0,0,0
32.38,19.6,online_retail,176,0,0,0
20.88,3.3,entertainment,564,0,0,0
15.2,18.4,entertainment,373,0,0,0
100.71,36.9,restaurant,549,0,0,0
6.79,40.96,entertainment,185,0,0,0
58.69,29.0,gas_station,648,0,0,0
73.24,24.45,restaurant,593,0,0,0
6.57,25.46,entertainment,232,0,1,0
15.22,20.97,restaurant,505,0,0,0
11.71,6.73,grocery,106,1,0,0
58.56,49.44,airline,236,0,0,0
8.84,45.81,pharmacy,293,0,0,0
607.35,9.82,entertainment,249,0,0,0
22.7,9.45,other,305,0,0,0
5.6,19.0,entertainment,30,1,0,0
18.84,19.67,atm,89,0,0,0
17.2,18.02,online_retail,287,0,0,0
21.47,5.52,grocery,651,0,1,1
9.1,2.18,airline,93,0,0,0
8.87,30.92,online_retail,590,0,0,0
17.6,9.47,online_retail,117,0,0,0
8.34,5.54,airline,621,1,1,1
16.48,93.31,pharmacy,633,0,0,0
5.84,12.72,pharmacy,724,0,0,0
5.83,37.14,online_retail,340,0,0,0
7.6,0.65,restaurant,730,0,0,0
54.93,39.09,other,612,0,0,0
7.59,3.62,restaurant,474,0,0,0
1.55,65.68,entertainment,219,0,0,0
24.69,31.71,pharmacy,153,0,0,0
6.33,20.44,restaurant,389,0,0,0
40.51,65.12,atm,499,0,0,0
154.99,43.15,pharmacy,451,1,0,0
5.04,11.36,pharmacy,685,0,0,0
6.68,25.1,atm,114,0,0,0
53.5,13.84,grocery,321,0,0,0
47.36,42.02,restaurant,738,0,0,0
238.08,13.97,grocery,745,0,0,0
6.2,25.31,hotel,129,0,0,0
25.65,49.15,atm,103,0,0,0
11.05,32.33,atm,326,0,0,0
1.16,11.24,atm,614,0,0,0
18.58,6.46,entertainment,86,1,0,0
6.96,0.99,pharmacy,474,0,0,0
38.72,17.97,hotel,67,0,0,0
4.61,26.63,other,30,0,0,0
13.1,13.65,pharmacy,571,0,0,0
180.02,44.98,gas_station,719,0,0,0
47.73,6.36,entertainment,632,0,0,0
9.1,47.34,gas_station,259,0,0,0
46.95,8.31,hotel,179,0,0,0
50.46,2.66,hotel,842,0,0,0
11.82,13.93,hotel,44,0,0,0
52.72,47.22,grocery,443,0,0,0
7.77,12.83,online_retail,379,0,0,0
31.09,17.93,other,437,0,0,0
37.94,12.42,pharmacy,211,0,0,0
12.03,191.46,entertainment,265,0,0,0
15.36,8.64,atm,591,0,0,0
158.75,8.63,restaurant,584,0,0,0
3.95,9.46,airline,30,0,0,0
21.32,0.99,gas_station,573,0,0,0
22.04,22.22,grocery,311,0,0,0
38.86,12.81,restaurant,400,0,0,0
16.01,13.86,restaurant,425,0,0,0
13.73,10.62,gas_station,550,0,0,0
66.22,26.09,pharmacy,315,0,0,0
50.48,18.28,online_retail,302,0,0,0
2.08,57.72,atm,368,1,0,0
15.23,18.14,other,264,0,0,0
242.38,2.09,gas_station,224,0,0,0
4.56,1.81,grocery,328,0,0,0
92.68,5.89,gas_station,379,0,0,0
22.91,5.42,restaurant,315,1,0,0
24.27,24.93,atm,355,0,0,0
9.78,5.12,entertainment,252,0,0,0
13.9,19.9,hotel,359,1,0,0
11.21,51.74,restaurant,231,0,0,0
6.25,83.43,entertainment,514,0,0,0
15.52,54.91,online_retail,135,0,0,0
12.8,22.61,gas_station,441,0,0,0
10.7,58.31,pharmacy,576,0,0,0
50.58,11.27,gas_station,695,0,0,0
32.9,48.43,entertainment,337,0,0,0
11.91,26.96,gas_station,444,0,0,0
4.19,2.35,entertainment,587,0,0,0
9.04,20.03,hotel,735,0,0,0
29.23,15.01,restaurant,609,0,0,0
66.82,3.15,pharmacy,633,0,0,0
15.45,45.53,entertainment,508,0,0,0
20.06,9.89,online_retail,187,0,0,0
34.84,15.48,grocery,409,1,0,0
35.55,6.64,atm,251,0,0,0
58.51,24.36,pharmacy,480,0,0,0
37.63,85.81,gas_station,134,0,0,0
33.11,7.65,restaurant,376,0,0,0
5.91,1.83,grocery,169,0,0,0
18.72,7.2,other,183,0,0,0
15.41,1.24,entertainment,415,0,0,0
7.81,16.8,gas_station,367,0,0,0
115.28,22.55,restaurant,30,0,0,0
9.36,15.47,pharmacy,196,1,0,0
47.21,6.71,airline,519,0,0,0
95.96,14.72,restaurant,336,0,0,0
93.27,0.65,airline,637,0,0,0
13.05,15.85,airline,30,0,0,0
41.15,50.02,hotel,523,0,0,0
6.29,21.66,restaurant,424,0,0,0
23.62,21.83,airline,518,0,0,0
23.5,22.02,pharmacy,411,0,0,0
11.79,20.83,pharmacy,475,0,0,0
20.66,17.73,airline,163,0,0,0
2.37,20.74,airline,509,1,0,0
49.53,16.96,online_retail,295,0,0,0
10.3,5.84,other,601,0,0,0
58.06,11.54,airline,303,1,0,0
122.28,9.0,hotel,257,0,0,0
12.99,7.67,grocery,634,0,0,0
6.85,23.91,online_retail,253,0,0,0
10.56,0.83,gas_station,478,0,1,0
25.88,44.84,restaurant,298,0,0,0
28.11,10.93,airline,99,0,0,0
5.27,25.82,gas_station,249,0,0,0
4.94,1.94,online_retail,267,0,0,0
30.81,54.07,pharmacy,742,0,0,0
9.37,1.67,entertainment,646,0,0,0
11.28,48.43,hotel,558,0,0,0
4.27,4.29,restaurant,384,0,0,0
12.07,27.52,airline,562,0,0,0
4.36,0.29,atm,499,0,0,0
4.37,23.57,gas_station,138,0,0,0
14.49,110.95,online_retail,329,0,0,0
3.27,41.24,other,167,0,0,0
32.58,10.89,grocery,526,1,0,0
61.88,50.71,online_retail,64,1,0,0
11.63,99.13,online_retail,691,0,0,0
10.97,8.23,grocery,410,1,0,0
28.35,28.27,other,735,0,1,0
10.39,42.56,gas_station,654,0,0,0
15.46,2.14,atm,805,0,0,0
1.74,15.87,hotel,105,0,0,0
4.58,18.69,other,648,0,0,0
60.03,13.78,atm,388,0,0,0
7.74,12.61,pharmacy,430,0,0,0
17.13,1.47,other,425,0,0,0
32.27,110.43,online_retail,81,0,0,0
2.22,62.22,airline,649,0,0,0
70.38,77.74,airline,320,0,0,0
30.81,16.25,restaurant,254,0,0,0
19.71,30.81,other,250,0,0,0
1090.81,19.31,atm,484,0,0,0
36.43,31.14,entertainment,151,0,0,0
11.33,1.4,hotel,421,0,0,0
5.98,38.05,pharmacy,232,0,0,0
10.8,22.43,restaurant,492,0,0,0
3.35,6.42,restaurant,518,0,0,0
3.66,0.22,pharmacy,350,0,0,0
8.42,9.6,entertainment,883,0,0,0
76.92,14.57,grocery,373,0,0,0
155.8,72.21,atm,709,0,0,0
68.15,9.4,online_retail,566,0,0,0
94.11,8.45,hotel,566,0,0,0
8.5,3.29,restaurant,311,0,0,0
2.04,121.68,atm,230,0,0,0
24.33,74.51,pharmacy,67,0,0,0
20.2,6.39,grocery,414,0,0,0
7.76,19.86,hotel,406,0,0,0
3.34,65.19,gas_station,506,0,0,0
68.76,97.63,grocery,448,0,0,0
19.92,9.42,hotel,247,0,0,0
4.28,18.31,hotel,112,0,0,0
578.62,3.01,other,463,0,0,0
49.23,0.1,other,345,0,0,0
18.06,2.83,hotel,179,1,0,0
21.85,8.86,entertainment,292,0,0,0
22.12,9.12,entertainment,158,0,0,0
3.79,24.09,entertainment,556,1,0,0
68.67,4.96,grocery,433,0,0,0
42.28,46.85,atm,532,0,0,0
3.99,20.51,online_retail,283,0,0,0
172.39,51.67,hotel,284,0,0,0
12.45,100.92,pharmacy,348,0,0,0
70.02,18.55,other,487,0,0,0
78.95,2.42,airline,612,0,0,0
4.53,51.53,pharmacy,390,0,0,0
7.99,17.71,entertainment,30,0,0,0
48.7,1.82,hotel,596,0,0,0
22.73,1.19,atm,757,0,0,0
29.7,68.51,gas_station,268,0,0,0
41.96,6.8,hotel,217,0,0,0
18.15,10.95,entertainment,512,0,0,0
22.83,6.22,gas_station,405,0,0,0
84.75,0.82,other,349,1,0,0
219.0,9.21,hotel,438,0,0,0
10.29,4.37,grocery,61,0,0,0
23.37,50.59,online_retail,210,0,0,0
58.76,6.21,restaurant,475,0,0,0
51.69,12.1,restaurant,180,0,0,0
12.5,4.2,other,282,0,0,0
32.46,99.74,other,414,0,0,0
13.14,5.41,hotel,259,0,1,1
4.79,8.47,entertainment,260,1,0,0
11.54,16.73,restaurant,675,0,0,0
21.14,2.17,atm,313,0,0,0
11.22,21.06,pharmacy,307,0,0,0
101.79,11.03,other,158,0,0,0
16.63,22.07,pharmacy,692,1,0,0
15.69,55.5,gas_station,226,0,0,0
25.37,44.78,gas_station,330,0,0,0
122.22,43.18,other,252,0,0,0
8.13,0.12,gas_station,313,0,0,1
8.34,51.99,entertainment,514,0,0,0
32.17,17.02,grocery,395,0,0,0
66.52,13.79,gas_station,617,0,0,0
21.1,12.25,grocery,502,0,0,0
5.99,70.17,atm,530,0,0,0
508.62,25.23,hotel,964,0,0,0
19.48,17.12,entertainment,439,0,1,0
39.07,92.08,other,628,0,0,0
21.4,44.29,restaurant,317,0,0,0
6.73,69.46,pharmacy,489,0,0,0
33.76,21.29,entertainment,557,0,0,0
5.42,1.42,grocery,497,0,0,0
12.88,19.31,gas_station,227,0,0,0
8.86,52.54,entertainment,318,0,0,0
13.03,27.99,other,316,0,0,0
22.67,0.5,atm,676,0,0,0
133.27,31.06,other,565,0,0,0
63.53,23.76,online_retail,30,0,0,0
5.82,7.63,pharmacy,835,0,0,0
13.45,34.12,grocery,475,0,0,0
215.96,18.22,grocery,400,0,0,0
8.21,10.2,restaurant,430,1,0,0
18.62,61.97,atm,284,0,0,0
21.09,33.82,restaurant,376,0,0,0
33.34,13.45,hotel,270,0,0,0
53.68,15.3,grocery,505,1,0,0
2.16,20.76,other,55,1,0,0
27.06,27.61,hotel,414,0,0,0
14.84,22.16,other,106,0,0,0
1.45,60.26,other,629,0,0,0
89.41,0.29,pharmacy,602,1,0,1
6.69,13.05,atm,114,1,0,0
11.21,10.23,restaurant,564,0,0,0
26.07,10.51,grocery,361,0,0,0
17.25,17.73,gas_station,818,0,0,0
1669.62,5.26,pharmacy,80,0,0,0
39.47,18.25,airline,30,0,0,0
9.4,10.56,other,371,0,0,0
19.83,2.16,grocery,638,0,0,0
39.23,28.95,pharmacy,30,0,0,0
9.47,15.81,atm,499,1,0,0
5.86,19.84,hotel,572,0,0,0
22.52,35.92,online_retail,131,1,0,0
19.6,50.82,other,697,0,0,0
50.82,42.7,entertainment,510,0,0,0
1186.32,24.64,entertainment,450,1,0,0
3.72,18.7,online_retail,491,0,0,0
4.61,31.97,online_retail,53,0,0,0
32.0,42.72,pharmacy,338,0,0,0
6.4,18.53,restaurant,511,1,1,1
73.88,23.21,online_retail,193,0,0,0
8.66,7.62,gas_station,523,0,0,0
8.32,11.6,hotel,292,0,0,0
13.71,18.05,hotel,206,0,0,0
31.45,11.06,atm,223,0,0,0
11.49,24.07,online_retail,447,0,0,0
10.27,55.74,other,242,0,0,0
25.83,66.7,airline,592,0,0,0
21.14,40.93,gas_station,426,0,0,0
8.2,28.68,pharmacy,489,0,0,0
18.34,0.71,restaurant,389,0,0,0
14.13,6.07,gas_station,498,0,0,0
6.22,13.76,entertainment,211,0,0,0
17.33,8.68,pharmacy,229,0,0,0
148.64,6.89,atm,698,0,0,0
18.42,3.76,grocery,526,0,0,0
70.47,0.7,atm,858,0,0,0
36.94,20.33,atm,355,0,0,0
12.12,10.14,gas_station,473,0,0,0
187.37,8.23,hotel,264,0,0,0
25.81,0.29,restaurant,563,0,0,0
8.55,3.9,hotel,354,1,0,0
50.46,21.44,restaurant,639,0,0,0
411.88,9.96,gas_station,685,0,0,0
6.59,22.62,pharmacy,326,0,0,0
40.2,10.54,entertainment,174,0,0,0
35.53,10.4,atm,335,0,1,1
30.97,1.73,airline,303,0,0,0
31.72,35.62,atm,74,0,0,0
13.94,27.76,airline,232,0,0,0
23.79,0.19,other,420,0,0,0
52.14,36.07,online_retail,396,0,0,0
13.36,12.19,grocery,680,0,0,0
8.94,12.97,airline,179,1,0,0
45.32,18.25,grocery,456,0,0,0
2.71,3.61,atm,117,0,0,0
12.18,35.5,restaurant,150,0,0,0
7.88,4.21,other,134,0,0,0
19.4,5.93,other,545,1,0,0
60.38,1.12,airline,30,0,0,0
3713.84,45.51,entertainment,317,0,0,0
43.25,8.65,entertainment,316,0,0,0
1076.43,5.25,airline,384,0,0,0
29.29,28.12,atm,385,1,0,0
31.86,7.68,restaurant,425,0,0,0
47.42,0.13,hotel,153,0,0,0
19.99,1.34,gas_station,280,0,0,0
4.01,11.63,hotel,101,0,0,0
37.24,11.85,hotel,502,0,0,0
88.57,15.14,entertainment,311,0,0,0
32.67,8.01,hotel,415,0,0,0
4.73,8.69,restaurant,137,0,0,0
23.38,19.39,atm,650,0,0,0
34.7,15.14,restaurant,273,0,0,0
6.73,21.67,restaurant,625,0,0,0
73.94,24.3,atm,76,0,0,0
15.32,23.42,gas_station,125,0,0,0
23.52,8.2,airline,738,0,0,0
133.42,0.77,gas_station,259,0,0,0
436.04,43.83,online_retail,581,0,0,0
3.69,22.62,gas_station,71,1,0,0
12.97,12.8,online_retail,182,0,0,0
80.34,23.9,atm,669,0,0,0
5.03,10.22,online_retail,438,0,0,0
138.04,17.43,pharmacy,392,0,0,0
2.67,68.76,online_retail,298,0,0,0
46.94,28.08,pharmacy,417,0,0,0
26.5,92.71,grocery,579,0,0,0
344.3,66.44,atm,419,0,0,0
24.13,9.18,online_retail,974,0,0,0
396.79,21.84,other,30,0,0,0
9.84,8.76,restaurant,416,1,0,0
30.92,28.63,entertainment,219,0,0,0
24.1,13.43,hotel,49,0,0,0
39.3,99.76,entertainment,405,0,0,0
122.41,11.91,other,30,0,0,0
13.21,63.22,pharmacy,452,0,1,0
59.49,49.81,hotel,375,0,0,0
17.57,13.14,pharmacy,422,0,0,0
14.58,2.24,hotel,335,0,0,0
2.28,4.72,online_retail,447,0,0,0
224.29,10.19,atm,478,0,0,0
396.04,5.12,airline,392,0,0,0
28.49,10.93,airline,579,0,1,1
57.8,2.88,restaurant,30,0,0,0
7.16,86.51,restaurant,755,0,0,0
10.32,52.42,atm,369,0,0,0
8.49,3.22,airline,348,0,0,0
47.32,7.71,hotel,615,0,0,0
27.5,8.38,restaurant,30,0,0,0
519.36,7.72,atm,346,0,0,0
2.62,29.34,atm,217,1,0,0
13.2,20.02,atm,587,0,0,0
15.39,56.72,other,412,0,0,0
9.74,38.25,pharmacy,271,0,0,0
31.32,18.09,restaurant,422,1,0,0
197.1,29.04,hotel,68,0,0,0
55.09,23.15,entertainment,644,0,0,0
92.51,37.94,other,392,0,0,0
15.46,30.59,airline,230,0,0,0
5.25,0.77,entertainment,172,1,0,0
16.52,37.21,hotel,507,0,0,0
18.8,5.79,gas_station,336,0,0,0
95.7,9.08,entertainment,490,0,0,0
35.46,17.16,atm,149,0,0,0
52.89,1.28,restaurant,384,0,0,0
7.71,5.51,restaurant,30,0,0,0
32.77,30.77,gas_station,352,0,0,0
270.61,43.16,airline,504,0,0,0
82.58,37.89,grocery,460,0,0,0
32.35,41.38,online_retail,370,1,0,0
197.27,42.87,restaurant,421,0,0,0
17.51,53.96,atm,532,0,0,0
24.05,28.67,airline,265,1,1,1
31.34,21.39,grocery,414,0,0,0
8.76,4.66,grocery,621,0,0,0
35.19,16.31,gas_station,393,0,0,0
35.87,61.14,entertainment,143,0,0,0
15.97,9.48,pharmacy,538,0,0,0
5.93,1.43,atm,170,0,0,0
4.35,10.71,airline,501,1,0,0
5.76,40.85,grocery,229,0,0,0
4.68,26.02,hotel,883,0,0,0
15.31,19.86,airline,30,0,0,0
1074.93,21.29,entertainment,446,0,0,0
16.55,98.39,gas_station,501,0,0,0
9.32,7.37,grocery,533,0,0,0
6.89,2.34,airline,392,0,0,0
46.01,0.93,pharmacy,30,0,0,0
17.59,33.33,gas_station,390,0,0,0
7.12,21.66,gas_station,259,0,0,0
30.71,18.06,entertainment,593,0,0,0
7.41,4.29,online_retail,33,0,0,0
184.72,21.49,restaurant,72,0,0,0
12.09,72.21,online_retail,678,0,1,0
21.14,9.93,airline,30,0,0,0
45.59,31.35,atm,568,0,0,0
16.29,15.61,pharmacy,203,0,0,0
18.95,1.5,entertainment,111,0,0,0
589.14,4.16,hotel,365,0,0,0
35.88,10.75,online_retail,537,0,0,0
18.54,19.47,atm,181,0,1,1
12.39,25.84,gas_station,515,0,0,0
3.9,1.37,pharmacy,445,0,0,0
9.61,0.36,entertainment,437,0,0,0
3.99,13.64,restaurant,222,0,0,0
57.09,7.3,other,426,0,0,0
11.62,10.19,atm,314,1,0,0
746.52,15.94,hotel,205,0,0,0
11.58,1.18,hotel,240,0,0,0
32.71,11.37,grocery,285,0,0,0
14.77,13.93,restaurant,440,0,0,0
76.33,30.49,hotel,348,0,0,0
15.43,68.81,entertainment,359,0,0,0
23.86,3.4,restaurant,375,1,0,0
6.59,23.95,gas_station,310,0,0,0
29.77,5.51,pharmacy,354,0,0,0
5.95,2.75,hotel,371,0,0,0
26.16,35.04,entertainment,114,1,0,0
28.86,45.46,gas_station,177,0,0,0
4.62,0.42,grocery,387,0,0,0
30.2,15.42,gas_station,423,1,0,0
3.16,3.5,gas_station,470,0,0,0
96.75,13.3,gas_station,390,0,0,0
25.82,24.84,hotel,105,0,0,0
11.67,0.77,atm,30,0,0,0
6.7,52.96,airline,184,0,0,0
6.8,2.26,online_retail,629,0,0,0
80.9,17.27,entertainment,302,0,0,0
16.3,24.69,grocery,161,0,0,0
7.29,34.36,online_retail,30,0,0,0
8.24,19.59,other,415,0,0,0
23.24,5.57,airline,533,0,0,0
2.05,42.93,restaurant,854,0,0,0
4.12,51.95,online_retail,683,0,0,0
7.53,39.51,entertainment,586,0,0,0
24.04,54.39,hotel,50,0,0,0
13.18,54.42,gas_station,547,0,0,0
60.86,6.16,grocery,524,0,0,0
26.3,15.8,restaurant,344,0,0,0
5.5,27.38,airline,573,0,0,0
5.62,22.73,restaurant,477,0,0,0
36.03,27.47,restaurant,238,0,0,0
7.72,57.82,atm,624,0,0,0
41.45,52.49,atm,458,0,0,0
11.43,8.38,hotel,278,0,0,0
34.64,10.57,entertainment,217,0,0,0
35.62,2.1,online_retail,352,0,0,0
8.51,35.69,grocery,622,0,0,0
7.13,15.12,airline,251,0,0,0
691.18,24.86,gas_station,146,0,0,0
62.75,23.99,airline,44,0,0,0
31.27,33.81,online_retail,691,0,0,0
7.48,2.31,restaurant,288,0,0,0
32.73,24.46,airline,468,1,0,0
2.78,8.0,atm,356,0,0,0
89.7,25.75,grocery,362,0,0,0
25.15,56.79,restaurant,345,0,0,0
14.23,56.63,restaurant,270,0,0,0
242.95,25.8,gas_station,287,0,0,0
18.61,24.6,other,681,0,0,0
8.58,19.13,entertainment,559,0,0,0
37.81,47.86,online_retail,344,0,0,0
26.96,7.38,restaurant,430,0,0,0
88.43,6.41,hotel,91,0,0,0
37.82,11.7,other,167,0,0,0
123.48,0.17,restaurant,399,0,0,0
27.19,15.29,hotel,517,0,0,0
21.98,33.35,airline,161,0,0,0
21.06,8.57,airline,569,0,0,0
35.18,29.05,pharmacy,38,1,0,0
39.96,75.67,hotel,379,0,0,0
96.49,7.36,pharmacy,377,0,0,0
15.51,12.19,entertainment,571,0,0,0
16.86,1.17,airline,554,1,0,0
326.8,0.94,grocery,412,0,0,0
18.52,11.0,airline,253,0,0,0
13.54,32.66,grocery,607,0,0,0
8.17,1.0,restaurant,327,0,0,0
23.53,6.89,entertainment,332,0,0,0
